project,repo_name,month,prs_opened,prs_merged,share_merged,median_hours_to_merge,median_size_lines,active_authors
pytorch,text,2025-02-01,2,1,0.500,0,81,2
pytorch,text,2025-04-01,1,0,0.000,,2,1
pytorch,text,2025-07-01,1,0,0.000,,6,1
pytorch,text,2025-09-01,1,1,1.000,0,2,1
pytorch,torcharrow,2024-01-01,1,0,0.000,,6,1
pytorch,torcharrow,2024-03-01,2,0,0.000,,2.5,2
pytorch,torchchat,2024-03-01,1,1,1.000,46,1024,1
pytorch,torchchat,2024-04-01,483,405,0.839,1,36,32
pytorch,torchchat,2024-05-01,162,124,0.765,4,16,17
pytorch,torchchat,2024-06-01,14,14,1.000,11.5,22,6
pytorch,torchchat,2024-07-01,98,85,0.867,8,32,16
pytorch,torchchat,2024-08-01,80,65,0.813,6,37.5,20
pytorch,torchchat,2024-09-01,120,98,0.817,10,23,15
pytorch,torchchat,2024-10-01,64,51,0.797,21,22,19
pytorch,torchchat,2024-11-01,42,35,0.833,71,10,12
pytorch,torchchat,2024-12-01,34,30,0.882,47.5,14,8
pytorch,torchchat,2025-01-01,31,24,0.774,122,14,7
pytorch,torchchat,2025-02-01,13,8,0.615,27.5,10,6
pytorch,torchchat,2025-03-01,10,5,0.500,2,12,4
pytorch,torchchat,2025-04-01,15,13,0.867,18,30,5
pytorch,torchchat,2025-05-01,7,5,0.714,27,14,5
pytorch,torchchat,2025-06-01,2,0,0.000,,7.5,2
pytorch,torchchat,2025-07-01,1,1,1.000,45,8,1
pytorch,torchchat,2025-08-01,1,1,1.000,0,4,1
pytorch,torchchat,2025-09-01,2,1,0.500,1,15,1
pytorch,torchdistx,2023-11-01,1,0,0.000,,14,1
pytorch,torchdistx,2024-02-01,1,0,0.000,,6,1
pytorch,torchdistx,2024-03-01,1,0,0.000,,304,1
pytorch,torchdynamo,2023-08-01,1,1,1.000,0,15528,1
pytorch,torchdynamo,2023-10-01,1,1,1.000,5,6,1
pytorch,torchdynamo,2024-04-01,1,1,1.000,29,2,1
pytorch,torchtitan,2024-01-01,10,8,0.800,24,47,4
pytorch,torchtitan,2024-02-01,55,41,0.745,4,45,7
pytorch,torchtitan,2024-03-01,67,42,0.627,3,39,11
pytorch,torchtitan,2024-04-01,90,81,0.900,1,17,12
pytorch,torchtitan,2024-05-01,69,39,0.565,21,21,14
pytorch,torchtitan,2024-06-01,43,33,0.767,3,17,14
pytorch,torchtitan,2024-07-01,47,36,0.766,18,40,13
pytorch,torchtitan,2024-08-01,58,33,0.569,13,49.5,14
pytorch,torchtitan,2024-09-01,18,12,0.667,5.5,17,13
pytorch,torchtitan,2024-10-01,43,34,0.791,11,23,20
pytorch,torchtitan,2024-11-01,22,15,0.682,156,45,11
pytorch,torchtitan,2024-12-01,39,24,0.615,14,63,11
pytorch,torchtitan,2025-01-01,28,18,0.643,47,32.5,13
pytorch,torchtitan,2025-02-01,62,46,0.742,26.5,28,20
pytorch,torchtitan,2025-03-01,99,80,0.808,11,20,31
pytorch,torchtitan,2025-04-01,84,66,0.786,19,55,21
pytorch,torchtitan,2025-05-01,66,43,0.652,19,34.5,19
pytorch,torchtitan,2025-06-01,85,61,0.718,20,46,28
pytorch,torchtitan,2025-07-01,119,75,0.630,22,25,37
pytorch,torchtitan,2025-08-01,117,85,0.726,18,47,43
pytorch,torchtitan,2025-09-01,78,42,0.538,28.5,45.5,39
pytorch,torchtitan,2025-10-01,175,98,0.560,7.5,36,40
pytorch,torchtitan,2025-11-01,87,50,0.575,18.5,46,30
pytorch,torchtitan,2025-12-01,76,52,0.684,23.5,28,38
pytorch,torchtitan,2026-01-01,90,49,0.544,37,72,29
pytorch,torchtitan,2026-02-01,120,73,0.608,48,58.5,48
pytorch,torchtitan,2026-03-01,268,123,0.459,27,181,49
pytorch,torchtitan,2026-04-01,376,216,0.574,20,85,55
pytorch,torchtitan,2026-05-01,249,133,0.534,72,201,49
pytorch,torchtitan,2026-06-01,341,191,0.560,22,109,58
pytorch,torchtitan,2026-07-01,174,70,0.402,91,199,55
pytorch,tutorials,2023-08-01,22,14,0.636,60.5,16,16
pytorch,tutorials,2023-09-01,30,22,0.733,107,159.5,19
pytorch,tutorials,2023-10-01,46,33,0.717,3,7.5,21
pytorch,tutorials,2023-11-01,45,30,0.667,47,8,28
pytorch,tutorials,2023-12-01,21,21,1.000,36,12,12
pytorch,tutorials,2024-01-01,29,23,0.793,24,9,14
pytorch,tutorials,2024-02-01,20,16,0.800,55.5,4,11
pytorch,tutorials,2024-03-01,29,18,0.621,34.5,9,19
pytorch,tutorials,2024-04-01,28,26,0.929,148.5,14.5,18
pytorch,tutorials,2024-05-01,25,15,0.600,16,4,15
pytorch,tutorials,2024-06-01,42,26,0.619,94,11.5,23
pytorch,tutorials,2024-07-01,25,19,0.760,95,7,17
pytorch,tutorials,2024-08-01,23,17,0.739,67,12,18
pytorch,tutorials,2024-09-01,36,25,0.694,53,10,25
pytorch,tutorials,2024-10-01,56,46,0.821,11.5,15.5,26
pytorch,tutorials,2024-11-01,25,23,0.920,58,15,13
pytorch,tutorials,2024-12-01,25,20,0.800,25,5,22
pytorch,tutorials,2025-01-01,55,38,0.691,16.5,6,21
pytorch,tutorials,2025-02-01,8,8,1.000,4,5,6
pytorch,tutorials,2025-03-01,25,18,0.720,33.5,6,17
pytorch,tutorials,2025-04-01,27,20,0.741,81.5,17,15
pytorch,tutorials,2025-05-01,19,11,0.579,40,20,12
pytorch,tutorials,2025-06-01,46,32,0.696,39.5,16,27
pytorch,tutorials,2025-07-01,60,44,0.733,20.5,18.5,33
pytorch,tutorials,2025-08-01,18,12,0.667,5,2,12
pytorch,tutorials,2025-09-01,59,46,0.780,11.5,9,27
pytorch,tutorials,2025-10-01,14,6,0.429,74.5,2.5,14
pytorch,tutorials,2025-11-01,31,12,0.387,23.5,6,13
pytorch,tutorials,2025-12-01,21,13,0.619,837,11,12
pytorch,tutorials,2026-01-01,30,17,0.567,46,6.5,16
pytorch,tutorials,2026-02-01,20,12,0.600,140,8,10
pytorch,tutorials,2026-03-01,19,10,0.526,80.5,6,9
pytorch,tutorials,2026-04-01,28,18,0.643,26,6.5,16
pytorch,tutorials,2026-05-01,42,21,0.500,44,11.5,29
pytorch,tutorials,2026-06-01,12,5,0.417,214,6,11
pytorch,tutorials,2026-07-01,11,2,0.182,125.5,5,8
pytorch,vision,2023-08-01,109,88,0.807,6,38,19
pytorch,vision,2023-09-01,53,44,0.830,18,26,14
pytorch,vision,2023-10-01,34,29,0.853,23,23.5,11
pytorch,vision,2023-11-01,31,20,0.645,4,6,12
pytorch,vision,2023-12-01,33,25,0.758,2,3,12
pytorch,vision,2024-01-01,26,21,0.808,63,18.5,16
pytorch,vision,2024-02-01,19,17,0.895,27,11,13
pytorch,vision,2024-03-01,48,37,0.771,26,8.5,18
pytorch,vision,2024-04-01,22,13,0.591,140,10,11
pytorch,vision,2024-05-01,40,27,0.675,24,12,17
pytorch,vision,2024-06-01,31,18,0.581,1,6,10
pytorch,vision,2024-07-01,37,28,0.757,2,6,13
pytorch,vision,2024-08-01,30,23,0.767,1,11,10
pytorch,vision,2024-09-01,26,15,0.577,13,18,11
pytorch,vision,2024-10-01,21,13,0.619,6,15,10
pytorch,vision,2024-11-01,25,19,0.760,32,8,12
pytorch,vision,2024-12-01,22,16,0.727,1.5,9,9
pytorch,vision,2025-01-01,21,17,0.810,816,7,10
pytorch,vision,2025-02-01,27,21,0.778,26,13,15
pytorch,vision,2025-03-01,39,29,0.744,1,15,14
pytorch,vision,2025-04-01,14,13,0.929,6,15,8
pytorch,vision,2025-05-01,15,11,0.733,13,14,12
pytorch,vision,2025-06-01,31,22,0.710,15.5,34,16
pytorch,vision,2025-07-01,18,14,0.778,6.5,112,6
pytorch,vision,2025-08-01,18,11,0.611,101,15,12
pytorch,vision,2025-09-01,24,16,0.667,4.5,11.5,11
pytorch,vision,2025-10-01,14,11,0.786,17,23,9
pytorch,vision,2025-11-01,19,9,0.474,12,38,10
pytorch,vision,2025-12-01,29,10,0.345,128.5,85,11
pytorch,vision,2026-01-01,39,21,0.538,273,24,10
pytorch,vision,2026-02-01,34,21,0.618,19,30,12
pytorch,vision,2026-03-01,40,20,0.500,30,17.5,15
pytorch,vision,2026-04-01,19,11,0.579,9,4,13
pytorch,vision,2026-05-01,17,9,0.529,15,21,8
pytorch,vision,2026-06-01,24,14,0.583,2.5,54.5,9
pytorch,vision,2026-07-01,33,18,0.545,15,42,14
pytorch,xla,2023-08-01,120,85,0.708,19,24,22
pytorch,xla,2023-09-01,115,91,0.791,17,30,20
pytorch,xla,2023-10-01,78,61,0.782,30,33,15
pytorch,xla,2023-11-01,106,84,0.792,73.5,52,25
pytorch,xla,2023-12-01,228,180,0.789,21,35,23
pytorch,xla,2024-01-01,148,124,0.838,21,26.5,24
pytorch,xla,2024-02-01,179,133,0.743,23,32,25
pytorch,xla,2024-03-01,175,145,0.829,18,34,27
pytorch,xla,2024-04-01,128,117,0.914,16,29.5,22
pytorch,xla,2024-05-01,124,101,0.815,19,56,22
pytorch,xla,2024-06-01,165,142,0.861,20,28,29
pytorch,xla,2024-07-01,145,133,0.917,19,34,20
pytorch,xla,2024-08-01,112,96,0.857,20.5,20,28
pytorch,xla,2024-09-01,122,97,0.795,13,21,29
pytorch,xla,2024-10-01,117,97,0.829,13,22,32
pytorch,xla,2024-11-01,50,42,0.840,45,13.5,21
pytorch,xla,2024-12-01,56,46,0.821,23.5,37.5,18
pytorch,xla,2025-01-01,91,84,0.923,4,38,19
pytorch,xla,2025-02-01,55,42,0.764,31.5,36,18
pytorch,xla,2025-03-01,83,70,0.843,20,42,17
pytorch,xla,2025-04-01,101,83,0.822,24,44,22
pytorch,xla,2025-05-01,124,93,0.750,29,31,29
pytorch,xla,2025-06-01,113,91,0.805,24,44,30
pytorch,xla,2025-07-01,82,67,0.817,35,55,21
pytorch,xla,2025-08-01,63,56,0.889,29.5,81,16
pytorch,xla,2025-09-01,42,33,0.786,65,88.5,8
pytorch,xla,2025-10-01,24,19,0.792,40,21.5,10
pytorch,xla,2025-11-01,24,20,0.833,48,90.5,5
pytorch,xla,2025-12-01,2,1,0.500,72,19,2
pytorch,xla,2026-03-01,4,0,0.000,,33.5,4
pytorch,xla,2026-04-01,4,2,0.500,9.5,5,2
pytorch,xla,2026-05-01,4,3,0.750,23,2,2
